match_type,confidence,source_a,source_a_row,source_b,source_b_row,date_a,date_b,amount_a,amount_b,currency_a,currency_b,reference_a,reference_b,description_a,description_b,amount_score,date_score,reference_score,description_score,direction_score,amount_difference,fx_rate,reason,gross_amount,settled_amount,fee_amount,fee_percent,context_score,matched_source_rows,matched_amounts,cluster_total,difference
FUZZY,86.0,ledger_transactions.csv | table=1,0,bank_statement.csv | table=1,4,2024-01-01,2024-01-01,603.77,603.77,INV,,ledg00165,bank00438,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,384,bank_statement.csv | table=1,383,2024-03-06,2024-03-06,1439.73,1439.73,,,ledg00411,bank00162,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,385,bank_statement.csv | table=1,387,2024-03-07,2024-03-07,890.17,890.17,,,ledg00288,bank00445,debit system auto,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,387,bank_statement.csv | table=1,388,2024-03-07,2024-03-07,50.0,50.0,,,ledg00446,bank00493,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,388,bank_statement.csv | table=1,390,2024-03-07,2024-03-07,100.0,100.0,,,ledg00342,bank00241,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,389,bank_statement.csv | table=1,389,2024-03-07,2024-03-07,1754.56,1754.56,,,ledg00311,bank00350,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,392,bank_statement.csv | table=1,393,2024-03-08,2024-03-08,1864.92,1864.92,,,ledg00158,bank00219,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,393,bank_statement.csv | table=1,394,2024-03-08,2024-03-08,1665.95,1665.95,,,ledg00054,bank00411,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,395,bank_statement.csv | table=1,402,2024-03-09,2024-03-09,1143.19,1143.19,,,ledg00140,bank00266,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,396,bank_statement.csv | table=1,397,2024-03-09,2024-03-09,1819.95,1819.95,,,ledg00267,bank00443,debit system auto,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,397,bank_statement.csv | table=1,399,2024-03-09,2024-03-09,1256.18,1256.18,,,ledg00169,bank00454,transfer system auto,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,398,bank_statement.csv | table=1,396,2024-03-09,2024-03-09,1392.45,1392.45,,,ledg00085,bank00322,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,399,bank_statement.csv | table=1,395,2024-03-09,2024-03-09,1451.33,1451.33,,,ledg00201,bank00468,transfer user john,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,400,bank_statement.csv | table=1,398,2024-03-09,2024-03-09,49.99,50.0,,,ledg00253,bank00475,transfer system auto,transfer,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,401,bank_statement.csv | table=1,401,2024-03-09,2024-03-09,50.0,50.0,,,ledg00218,bank00226,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,402,bank_statement.csv | table=1,403,2024-03-10,2024-03-10,1000.0,1000.0,,,ledg00357,bank00227,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,404,bank_statement.csv | table=1,407,2024-03-10,2024-03-10,1000.0,1000.0,,,ledg00178,bank00182,transfer user john,transfer,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,405,bank_statement.csv | table=1,410,2024-03-11,2024-03-11,232.96,232.96,,,ledg00172,bank00158,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,406,bank_statement.csv | table=1,409,2024-03-11,2024-03-11,1114.08,1114.08,,,ledg00029,bank00102,transfer system auto,transfer,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,409,bank_statement.csv | table=1,411,2024-03-11,2024-03-11,1262.5,1262.5,,,ledg00136,bank00058,credit user john,credit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,412,bank_statement.csv | table=1,414,2024-03-12,2024-03-12,1000.0,1000.0,,,ledg00082,bank00083,debit user john,debit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,415,bank_statement.csv | table=1,412,2024-03-12,2024-03-12,1000.01,1000.0,,,ledg00212,bank00120,credit user sara,credit,100.0,100.0,44.44,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,416,bank_statement.csv | table=1,419,2024-03-12,2024-03-13,50.0,50.0,,,ledg00174,bank00119,debit user john,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,417,bank_statement.csv | table=1,413,2024-03-12,2024-03-12,1000.0,1000.0,,,ledg00395,bank00280,debit user sara,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,420,bank_statement.csv | table=1,418,2024-03-13,2024-03-13,250.01,250.0,,,ledg00323,bank00045,credit user sara,credit,100.0,100.0,22.22,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,422,bank_statement.csv | table=1,420,2024-03-14,2024-03-14,759.71,759.71,,,ledg00046,bank00078,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,423,bank_statement.csv | table=1,424,2024-03-15,2024-03-15,732.49,732.49,,,ledg00090,bank00279,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,424,bank_statement.csv | table=1,428,2024-03-15,2024-03-16,100.0,100.0,,,ledg00147,bank00024,debit system auto,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,427,bank_statement.csv | table=1,422,2024-03-15,2024-03-15,1935.49,1935.49,INV,,ledg00383,bank00009,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,428,bank_statement.csv | table=1,426,2024-03-15,2024-03-15,1417.4,1417.4,,,ledg00121,bank00221,debit user sara,debit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,429,bank_statement.csv | table=1,425,2024-03-15,2024-03-15,184.87,184.86,,,ledg00034,bank00174,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,430,bank_statement.csv | table=1,431,2024-03-16,2024-03-16,100.0,100.0,,,ledg00403,bank00458,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,433,bank_statement.csv | table=1,432,2024-03-17,2024-03-17,500.0,500.0,,,ledg00296,bank00180,transfer user sara,transfer,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,435,bank_statement.csv | table=1,436,2024-03-17,2024-03-18,500.0,500.0,,,ledg00321,bank00134,debit system auto,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,436,bank_statement.csv | table=1,433,2024-03-17,2024-03-17,1120.41,1119.91,,,ledg00197,bank00146,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.5,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,439,bank_statement.csv | table=1,438,2024-03-18,2024-03-19,474.1,474.1,,,ledg00186,bank00142,transfer user sara,transfer,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,440,bank_statement.csv | table=1,435,2024-03-18,2024-03-18,50.0,50.0,,,ledg00379,bank00063,transfer user john,transfer,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.45,ledger_transactions.csv | table=1,442,bank_statement.csv | table=1,445,2024-03-19,2024-03-20,1691.12,1675.56,,,ledg00322,bank00032,credit user sara,credit,96.32,66.67,44.44,100.0,100.0,15.56,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,443,bank_statement.csv | table=1,437,2024-03-19,2024-03-18,1999.44,1999.44,,,ledg00202,bank00084,debit user john,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,444,bank_statement.csv | table=1,439,2024-03-19,2024-03-19,609.74,609.74,,,ledg00415,bank00191,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,446,bank_statement.csv | table=1,441,2024-03-20,2024-03-20,999.99,1000.0,,,ledg00209,bank00234,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,448,bank_statement.csv | table=1,446,2024-03-21,2024-03-21,990.31,990.31,,,ledg00195,bank00110,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,453,bank_statement.csv | table=1,447,2024-03-22,2024-03-21,1526.79,1527.29,,,ledg00128,bank00204,debit user sara,debit,100.0,66.67,33.33,100.0,100.0,0.5,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,84.0,ledger_transactions.csv | table=1,454,bank_statement.csv | table=1,448,2024-03-22,2024-03-21,1000.5,1000.0,,,ledg00040,bank00064,debit user sara,debit,100.0,66.67,44.44,100.0,100.0,0.5,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,456,bank_statement.csv | table=1,451,2024-03-22,2024-03-22,427.71,427.71,,,ledg00196,bank00249,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,457,bank_statement.csv | table=1,453,2024-03-23,2024-03-24,156.86,156.86,INV,,ledg00056,bank00056,credit user john,credit,100.0,66.67,55.56,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,459,bank_statement.csv | table=1,456,2024-03-23,2024-03-24,1000.0,1000.0,,,ledg00350,bank00283,transfer user sara,transfer,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,460,bank_statement.csv | table=1,450,2024-03-23,2024-03-22,54.71,54.71,,,ledg00229,bank00287,debit system auto,debit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,462,bank_statement.csv | table=1,455,2024-03-24,2024-03-24,100.0,100.0,,,ledg00300,bank00482,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,463,bank_statement.csv | table=1,454,2024-03-24,2024-03-24,249.99,250.0,,,ledg00335,bank00171,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,466,bank_statement.csv | table=1,457,2024-03-25,2024-03-25,307.67,307.67,,,ledg00155,bank00463,debit user sara,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,467,bank_statement.csv | table=1,459,2024-03-25,2024-03-25,1690.65,1690.65,,,ledg00294,bank00341,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,468,bank_statement.csv | table=1,466,2024-03-26,2024-03-26,702.14,702.14,,,ledg00337,bank00399,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,469,bank_statement.csv | table=1,461,2024-03-26,2024-03-26,500.0,500.0,,,ledg00129,bank00130,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,470,bank_statement.csv | table=1,460,2024-03-26,2024-03-26,1635.97,1635.97,,,ledg00331,bank00160,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,471,bank_statement.csv | table=1,465,2024-03-26,2024-03-26,1106.21,1106.21,,,ledg00420,bank00390,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,472,bank_statement.csv | table=1,464,2024-03-26,2024-03-26,707.92,707.92,,,ledg00216,bank00355,debit user sara,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,473,bank_statement.csv | table=1,471,2024-03-27,2024-03-27,79.38,79.38,,,ledg00330,bank00384,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,474,bank_statement.csv | table=1,472,2024-03-27,2024-03-27,1911.74,1911.75,,,ledg00442,bank00388,debit user john,debit,100.0,100.0,22.22,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,475,bank_statement.csv | table=1,470,2024-03-27,2024-03-27,1000.0,1000.0,,,ledg00142,bank00209,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,476,bank_statement.csv | table=1,473,2024-03-27,2024-03-27,500.0,500.0,,,ledg00285,bank00343,debit system auto,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,87.23,ledger_transactions.csv | table=1,480,bank_statement.csv | table=1,479,2024-03-28,2024-03-28,1068.39,1073.31,,,ledg00055,bank00016,credit user john,credit,98.16,100.0,33.33,100.0,100.0,4.92,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,482,bank_statement.csv | table=1,476,2024-03-28,2024-03-28,852.71,852.71,,,ledg00011,bank00010,credit user john,credit,100.0,100.0,44.44,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,484,bank_statement.csv | table=1,474,2024-03-28,2024-03-28,1032.84,1032.84,,,ledg00246,bank00104,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,87.23,ledger_transactions.csv | table=1,485,bank_statement.csv | table=1,477,2024-03-28,2024-03-28,1073.31,1068.4,,,ledg00100,bank00194,credit user sara,credit,98.17,100.0,33.33,100.0,100.0,4.91,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,487,bank_statement.csv | table=1,484,2024-03-29,2024-03-29,1561.72,1561.72,,,ledg00326,bank00284,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,490,bank_statement.csv | table=1,480,2024-03-29,2024-03-29,1058.78,1058.78,,,ledg00233,bank00437,debit user john,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,90.0,ledger_transactions.csv | table=1,491,bank_statement.csv | table=1,486,2024-03-29,2024-03-29,622.49,622.48,,,ledg00042,bank00094,credit user john,credit,100.0,100.0,44.44,100.0,100.0,0.01,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,492,bank_statement.csv | table=1,488,2024-03-30,2024-03-30,50.0,50.0,,,ledg00324,bank00461,credit user sara,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,493,bank_statement.csv | table=1,493,2024-03-30,2024-03-30,800.36,800.36,,,ledg00111,bank00138,credit user john,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,86.0,ledger_transactions.csv | table=1,494,bank_statement.csv | table=1,498,2024-03-30,2024-03-30,250.0,250.0,,,ledg00150,bank00427,debit system auto,debit,100.0,100.0,22.22,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,82.0,ledger_transactions.csv | table=1,495,bank_statement.csv | table=1,487,2024-03-30,2024-03-29,50.0,50.0,,,ledg00167,bank00027,credit user john,credit,100.0,66.67,33.33,100.0,100.0,0.0,,amounts align; dates are within window; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,496,bank_statement.csv | table=1,491,2024-03-30,2024-03-30,339.37,339.37,,,ledg00266,bank00240,debit system auto,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,497,bank_statement.csv | table=1,490,2024-03-30,2024-03-30,50.0,50.0,,,ledg00435,bank00053,debit user sara,debit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
FUZZY,88.0,ledger_transactions.csv | table=1,498,bank_statement.csv | table=1,496,2024-03-30,2024-03-30,1733.47,1733.47,,,ledg00208,bank00075,credit system auto,credit,100.0,100.0,33.33,100.0,100.0,0.0,,amounts align; dates align; descriptions strongly match.,,,,,,,,,
GATEWAY_FEE,98.33,ledger_transactions.csv | table=1,23,bank_statement.csv | table=1,30,2024-01-03,2024-01-04,569.95,500.0,,,ledg00485,bank00150,journal entry system auto,credit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,569.95,500.0,69.95,12.273,33.33,,,,
GATEWAY_FEE,100.0,ledger_transactions.csv | table=1,25,bank_statement.csv | table=1,32,2024-01-03,2024-01-04,263.71,250.0,,,ledg00349,bank00476,debit user john,debit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,263.71,250.0,13.71,5.1989,100.0,,,,
GATEWAY_FEE,95.0,ledger_transactions.csv | table=1,35,bank_statement.csv | table=1,11,2024-01-05,2024-01-02,250.0,263.7,,,ledg00031,bank00207,debit system auto,debit,,0.0,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,263.7,250.0,13.7,5.1953,100.0,,,,
GATEWAY_FEE,98.33,ledger_transactions.csv | table=1,39,bank_statement.csv | table=1,43,2024-01-06,2024-01-07,1008.35,843.35,,,ledg00493,bank00302,journal entry user john,debit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,1008.35,843.35,165.0,16.3634,33.33,,,,
GATEWAY_FEE,96.11,ledger_transactions.csv | table=1,40,bank_statement.csv | table=1,42,2024-01-06,2024-01-07,405.4,500.0,,,ledg00466,bank00258,journal entry system auto,credit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,500.0,405.4,94.6,18.92,22.22,,,,
GATEWAY_FEE,98.33,ledger_transactions.csv | table=1,56,bank_statement.csv | table=1,51,2024-01-09,2024-01-08,629.77,527.86,,,ledg00207,bank00380,transfer user john,credit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,629.77,527.86,101.91,16.1821,33.33,,,,
GATEWAY_FEE,100.0,ledger_transactions.csv | table=1,60,bank_statement.csv | table=1,63,2024-01-10,2024-01-11,527.86,629.77,,,ledg00391,bank00229,credit user john,transfer,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,629.77,527.86,101.91,16.1821,41.67,,,,
GATEWAY_FEE,90.0,ledger_transactions.csv | table=1,62,bank_statement.csv | table=1,65,2024-01-10,2024-01-12,1000.0,1194.15,,,ledg00022,bank00265,debit system auto,credit,,33.33,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,1194.15,1000.0,194.15,16.2584,33.33,,,,
GATEWAY_FEE,90.0,ledger_transactions.csv | table=1,63,bank_statement.csv | table=1,68,2024-01-10,2024-01-12,1194.15,1000.0,,,ledg00437,bank00492,credit system auto,debit,,33.33,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,1194.15,1000.0,194.15,16.2584,33.33,,,,
GATEWAY_FEE,100.0,ledger_transactions.csv | table=1,73,bank_statement.csv | table=1,84,2024-01-13,2024-01-15,1795.91,1721.65,,,ledg00091,bank00385,debit system auto,debit,,33.33,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,1795.91,1721.65,74.26,4.135,100.0,,,,
GATEWAY_FEE,100.0,ledger_transactions.csv | table=1,88,bank_statement.csv | table=1,74,2024-01-16,2024-01-14,1721.65,1795.9,,,ledg00041,bank00382,debit system auto,debit,,33.33,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,1795.9,1721.65,74.25,4.1344,100.0,,,,
GATEWAY_FEE,100.0,ledger_transactions.csv | table=1,98,bank_statement.csv | table=1,89,2024-01-17,2024-01-16,548.78,502.6,,,ledg00307,bank00459,debit user john,debit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,548.78,502.6,46.18,8.415,100.0,,,,
GATEWAY_FEE,100.0,ledger_transactions.csv | table=1,110,bank_statement.csv | table=1,98,2024-01-19,2024-01-17,503.97,500.0,,,ledg00069,bank00361,credit user john,credit,,33.33,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,503.97,500.0,3.97,0.7877,100.0,,,,
GATEWAY_FEE,90.0,ledger_transactions.csv | table=1,122,bank_statement.csv | table=1,142,2024-01-22,2024-01-24,718.77,678.37,,,ledg00487,bank00278,journal entry user john,credit,,33.33,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,718.77,678.37,40.4,5.6207,33.33,,,,
GATEWAY_FEE,96.11,ledger_transactions.csv | table=1,137,bank_statement.csv | table=1,129,2024-01-24,2024-01-23,1494.22,1317.4,,,ledg00370,bank00466,transfer user sara,debit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,1494.22,1317.4,176.82,11.8336,22.22,,,,
GATEWAY_FEE,93.77,ledger_transactions.csv | table=1,138,bank_statement.csv | table=1,149,2024-01-24,2024-01-26,1317.39,1494.22,,,ledg00080,bank00447,debit user sara,transfer,,33.33,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,1494.22,1317.39,176.83,11.8343,52.17,,,,
GATEWAY_FEE,96.11,ledger_transactions.csv | table=1,142,bank_statement.csv | table=1,137,2024-01-25,2024-01-24,889.02,760.12,,,ledg00476,bank00190,journal entry system auto,credit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,889.02,760.12,128.9,14.4991,22.22,,,,
GATEWAY_FEE,100.0,ledger_transactions.csv | table=1,149,bank_statement.csv | table=1,145,2024-01-26,2024-01-25,526.91,500.0,,,ledg00070,bank00285,debit user sara,debit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,526.91,500.0,26.91,5.1071,100.0,,,,
GATEWAY_FEE,100.0,ledger_transactions.csv | table=1,152,bank_statement.csv | table=1,144,2024-01-27,2024-01-25,500.0,526.91,,,ledg00279,bank00392,debit user john,debit,,33.33,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,526.91,500.0,26.91,5.1071,100.0,,,,
GATEWAY_FEE,98.33,ledger_transactions.csv | table=1,159,bank_statement.csv | table=1,162,2024-01-28,2024-01-29,1403.41,1555.43,,,ledg00484,bank00452,journal entry system auto,transfer,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,1555.43,1403.41,152.02,9.7735,33.33,,,,
GATEWAY_FEE,100.0,ledger_transactions.csv | table=1,163,bank_statement.csv | table=1,157,2024-01-29,2024-01-28,690.33,584.37,,,ledg00283,bank00168,debit user sara,debit,,66.67,,,,,,Amounts differ by a plausible gateway fee; date and context support the match.,690.33,584.37,105.96,15.3492,100.0,,,,
